crop,state,disease,scientific_name,cause,symptoms,severity,season,environment,management,prevention,source,verification_status
Chilli,Karnataka,Chilli Leaf Curl Complex,Chilli leaf curl virus (ChiLCV) & Thrips/Mite complex,Viral vector / Arthropod complex (ChiLCV (vectored by Whitefly) + Scirtothrips dorsalis + Polyphagotarsonemus latus),"Upward curling and canoeing of leaves (thrips/virus) or downward cupping with inverted boat shape (yellow mite); leaves turn leathery, brittle and crinkled.",Severe,Post-transplanting throughout vegetative growth,Prolonged dry spells with warm daytime temperatures (30-36°C) favoring sucking pest multiplication.,Spray Diafenthiuron 50% WP @ 1.25g/L or Fipronil 5% SC @ 2ml/L for thrips; Fenpyroximate 5% EC @ 1.5ml/L for mites; Acetamiprid 20% SP @ 0.2g/L for whitefly.,Erect barrier crops (3 rows of maize/sorghum around plot); install blue sticky traps (thrips) and yellow traps (whitefly) @ 15/acre each.,UAS Dharwad & TNAU Crop Protection,VERIFIED
Chilli,Tamil Nadu,Chilli Leaf Curl Complex,Chilli leaf curl virus (ChiLCV) & Thrips/Mite complex,Viral vector / Arthropod complex (ChiLCV (vectored by Whitefly) + Scirtothrips dorsalis + Polyphagotarsonemus latus),"Upward curling and canoeing of leaves (thrips/virus) or downward cupping with inverted boat shape (yellow mite); leaves turn leathery, brittle and crinkled.",Severe,Post-transplanting throughout vegetative growth,Prolonged dry spells with warm daytime temperatures (30-36°C) favoring sucking pest multiplication.,Spray Diafenthiuron 50% WP @ 1.25g/L or Fipronil 5% SC @ 2ml/L for thrips; Fenpyroximate 5% EC @ 1.5ml/L for mites; Acetamiprid 20% SP @ 0.2g/L for whitefly.,Erect barrier crops (3 rows of maize/sorghum around plot); install blue sticky traps (thrips) and yellow traps (whitefly) @ 15/acre each.,UAS Dharwad & TNAU Crop Protection,VERIFIED
Cotton,Karnataka,Bacterial Blight / Angular Leaf Spot / Blackarm,Xanthomonas citri pv. malvacearum,Bacterial (Xanthomonas citri pv. malvacearum),Angular water-soaked spots bounded by leaf veinlets; lesions turn brown to black; blackarm lesion girdles branches; circular water-soaked sunken spots on bolls.,Severe,Kharif and early post-monsoon,"Warm humid conditions (25-30°C), intermittent rains and high wind speed during monsoon.",Foliar spray of Copper Oxychloride 50% WP @ 2.5g/L + Streptocycline @ 0.1g/L; repeat after 15 days if rainfall persists.,Acid delinting of cottonseed with commercial sulphuric acid (100ml/kg); use resistant cultivars; destroy crop residues.,ICAR-CICR Regional Station Coimbatore & UAS Dharwad,VERIFIED
Cotton,Andhra Pradesh,Bacterial Blight / Angular Leaf Spot / Blackarm,Xanthomonas citri pv. malvacearum,Bacterial (Xanthomonas citri pv. malvacearum),Angular water-soaked spots bounded by leaf veinlets; lesions turn brown to black; blackarm lesion girdles branches; circular water-soaked sunken spots on bolls.,Severe,Kharif and early post-monsoon,"Warm humid conditions (25-30°C), intermittent rains and high wind speed during monsoon.",Foliar spray of Copper Oxychloride 50% WP @ 2.5g/L + Streptocycline @ 0.1g/L; repeat after 15 days if rainfall persists.,Acid delinting of cottonseed with commercial sulphuric acid (100ml/kg); use resistant cultivars; destroy crop residues.,ICAR-CICR Regional Station Coimbatore & UAS Dharwad,VERIFIED
Cotton,Telangana,Bacterial Blight / Angular Leaf Spot / Blackarm,Xanthomonas citri pv. malvacearum,Bacterial (Xanthomonas citri pv. malvacearum),Angular water-soaked spots bounded by leaf veinlets; lesions turn brown to black; blackarm lesion girdles branches; circular water-soaked sunken spots on bolls.,Severe,Kharif and early post-monsoon,"Warm humid conditions (25-30°C), intermittent rains and high wind speed during monsoon.",Foliar spray of Copper Oxychloride 50% WP @ 2.5g/L + Streptocycline @ 0.1g/L; repeat after 15 days if rainfall persists.,Acid delinting of cottonseed with commercial sulphuric acid (100ml/kg); use resistant cultivars; destroy crop residues.,ICAR-CICR Regional Station Coimbatore & UAS Dharwad,VERIFIED
Cotton,Tamil Nadu,Bacterial Blight / Angular Leaf Spot / Blackarm,Xanthomonas citri pv. malvacearum,Bacterial (Xanthomonas citri pv. malvacearum),Angular water-soaked spots bounded by leaf veinlets; lesions turn brown to black; blackarm lesion girdles branches; circular water-soaked sunken spots on bolls.,Severe,Kharif and early post-monsoon,"Warm humid conditions (25-30°C), intermittent rains and high wind speed during monsoon.",Foliar spray of Copper Oxychloride 50% WP @ 2.5g/L + Streptocycline @ 0.1g/L; repeat after 15 days if rainfall persists.,Acid delinting of cottonseed with commercial sulphuric acid (100ml/kg); use resistant cultivars; destroy crop residues.,ICAR-CICR Regional Station Coimbatore & UAS Dharwad,VERIFIED
Cotton,Karnataka,Fusarium Wilt,Fusarium oxysporum f. sp. vasinfectum,Fungal (Fusarium oxysporum f. sp. vasinfectum),Yellowing and browning along leaf margins extending inwards; wilting starts from lower leaves upwards; dark brown vascular discoloration inside peeled taproot.,Critical,Vegetative and flowering stages,"Heavy black clay soils (Vertisols), soil temperature 25-28°C, root injury caused by nematodes.",Spot drenching around early-wilted plants with Carbendazim 50% WP @ 1g/L; apply balanced potash to build plant cell wall thickness.,Deep summer ploughing; soil solarization; seed treatment with Trichoderma viride @ 4-6g/kg seed; crop rotation with sorghum.,UAS Dharwad & TNAU Agritech Portal,VERIFIED
Cotton,Telangana,Fusarium Wilt,Fusarium oxysporum f. sp. vasinfectum,Fungal (Fusarium oxysporum f. sp. vasinfectum),Yellowing and browning along leaf margins extending inwards; wilting starts from lower leaves upwards; dark brown vascular discoloration inside peeled taproot.,Critical,Vegetative and flowering stages,"Heavy black clay soils (Vertisols), soil temperature 25-28°C, root injury caused by nematodes.",Spot drenching around early-wilted plants with Carbendazim 50% WP @ 1g/L; apply balanced potash to build plant cell wall thickness.,Deep summer ploughing; soil solarization; seed treatment with Trichoderma viride @ 4-6g/kg seed; crop rotation with sorghum.,UAS Dharwad & TNAU Agritech Portal,VERIFIED
Cotton,Andhra Pradesh,Fusarium Wilt,Fusarium oxysporum f. sp. vasinfectum,Fungal (Fusarium oxysporum f. sp. vasinfectum),Yellowing and browning along leaf margins extending inwards; wilting starts from lower leaves upwards; dark brown vascular discoloration inside peeled taproot.,Critical,Vegetative and flowering stages,"Heavy black clay soils (Vertisols), soil temperature 25-28°C, root injury caused by nematodes.",Spot drenching around early-wilted plants with Carbendazim 50% WP @ 1g/L; apply balanced potash to build plant cell wall thickness.,Deep summer ploughing; soil solarization; seed treatment with Trichoderma viride @ 4-6g/kg seed; crop rotation with sorghum.,UAS Dharwad & TNAU Agritech Portal,VERIFIED
Cotton,Tamil Nadu,Fusarium Wilt,Fusarium oxysporum f. sp. vasinfectum,Fungal (Fusarium oxysporum f. sp. vasinfectum),Yellowing and browning along leaf margins extending inwards; wilting starts from lower leaves upwards; dark brown vascular discoloration inside peeled taproot.,Critical,Vegetative and flowering stages,"Heavy black clay soils (Vertisols), soil temperature 25-28°C, root injury caused by nematodes.",Spot drenching around early-wilted plants with Carbendazim 50% WP @ 1g/L; apply balanced potash to build plant cell wall thickness.,Deep summer ploughing; soil solarization; seed treatment with Trichoderma viride @ 4-6g/kg seed; crop rotation with sorghum.,UAS Dharwad & TNAU Agritech Portal,VERIFIED
Sugarcane,Tamil Nadu,Red Rot,Colletotrichum falcatum,Fungal (Colletotrichum falcatum),Third or fourth leaf from top yellows and withers; split cane reveals internal tissue reddened with characteristic white transverse bands perpendicular to stalk; alcoholic odor.,Critical,Mid-season to maturity (Kharif/Rabi),"Waterlogging, ill-drained alkaline soils, high humidity (>85%), monsoon water flow through fields.",No chemical cure inside standing stalks once vascular rot is established; uproot and burn infected clumps; immediately drain standing water.,Plant disease-free seed setts from certified nurseries; treat setts with Carbendazim 50% WP @ 1g/L (hot water or sett soak); avoid ratoon cropping in infected fields.,ICAR-Sugarcane Breeding Institute (SBI) Coimbatore,VERIFIED
Sugarcane,Andhra Pradesh,Red Rot,Colletotrichum falcatum,Fungal (Colletotrichum falcatum),Third or fourth leaf from top yellows and withers; split cane reveals internal tissue reddened with characteristic white transverse bands perpendicular to stalk; alcoholic odor.,Critical,Mid-season to maturity (Kharif/Rabi),"Waterlogging, ill-drained alkaline soils, high humidity (>85%), monsoon water flow through fields.",No chemical cure inside standing stalks once vascular rot is established; uproot and burn infected clumps; immediately drain standing water.,Plant disease-free seed setts from certified nurseries; treat setts with Carbendazim 50% WP @ 1g/L (hot water or sett soak); avoid ratoon cropping in infected fields.,ICAR-Sugarcane Breeding Institute (SBI) Coimbatore,VERIFIED
Sugarcane,Karnataka,Red Rot,Colletotrichum falcatum,Fungal (Colletotrichum falcatum),Third or fourth leaf from top yellows and withers; split cane reveals internal tissue reddened with characteristic white transverse bands perpendicular to stalk; alcoholic odor.,Critical,Mid-season to maturity (Kharif/Rabi),"Waterlogging, ill-drained alkaline soils, high humidity (>85%), monsoon water flow through fields.",No chemical cure inside standing stalks once vascular rot is established; uproot and burn infected clumps; immediately drain standing water.,Plant disease-free seed setts from certified nurseries; treat setts with Carbendazim 50% WP @ 1g/L (hot water or sett soak); avoid ratoon cropping in infected fields.,ICAR-Sugarcane Breeding Institute (SBI) Coimbatore,VERIFIED
Sugarcane,Telangana,Red Rot,Colletotrichum falcatum,Fungal (Colletotrichum falcatum),Third or fourth leaf from top yellows and withers; split cane reveals internal tissue reddened with characteristic white transverse bands perpendicular to stalk; alcoholic odor.,Critical,Mid-season to maturity (Kharif/Rabi),"Waterlogging, ill-drained alkaline soils, high humidity (>85%), monsoon water flow through fields.",No chemical cure inside standing stalks once vascular rot is established; uproot and burn infected clumps; immediately drain standing water.,Plant disease-free seed setts from certified nurseries; treat setts with Carbendazim 50% WP @ 1g/L (hot water or sett soak); avoid ratoon cropping in infected fields.,ICAR-Sugarcane Breeding Institute (SBI) Coimbatore,VERIFIED
Coconut,Tamil Nadu,Basal Stem Rot / Tanjore Wilt,Ganoderma lucidum (Ganoderma applanatum),Fungal (Ganoderma lucidum),"Exudation of dark reddish-brown gummy fluid from trunk base; basal bark decay; outer leaves yellow, droop and hang skirt-like around stem; bracket-shaped fungal fructifications (conks) emerge at trunk base.",Critical,Visible year-round; severe after monsoon rains,"Light sandy and coastal red soils, prolonged drought followed by heavy rainfall, neglected palms.",Root feeding with Hexaconazole 5% SC (2ml in 100ml water) or Aureofungin-sol (2g) + Copper Sulphate (1g) in 100ml water at quarterly intervals.,Isolate infected palm with 1m wide by 50cm deep isolation trenches; apply neem cake @ 5kg/palm/year enriched with Trichoderma harzianum @ 50g/palm.,ICAR-CPCRI Kasaragod & TNAU Coconut Portal,VERIFIED
Coconut,Karnataka,Basal Stem Rot / Tanjore Wilt,Ganoderma lucidum (Ganoderma applanatum),Fungal (Ganoderma lucidum),"Exudation of dark reddish-brown gummy fluid from trunk base; basal bark decay; outer leaves yellow, droop and hang skirt-like around stem; bracket-shaped fungal fructifications (conks) emerge at trunk base.",Critical,Visible year-round; severe after monsoon rains,"Light sandy and coastal red soils, prolonged drought followed by heavy rainfall, neglected palms.",Root feeding with Hexaconazole 5% SC (2ml in 100ml water) or Aureofungin-sol (2g) + Copper Sulphate (1g) in 100ml water at quarterly intervals.,Isolate infected palm with 1m wide by 50cm deep isolation trenches; apply neem cake @ 5kg/palm/year enriched with Trichoderma harzianum @ 50g/palm.,ICAR-CPCRI Kasaragod & TNAU Coconut Portal,VERIFIED
Coconut,Andhra Pradesh,Basal Stem Rot / Tanjore Wilt,Ganoderma lucidum (Ganoderma applanatum),Fungal (Ganoderma lucidum),"Exudation of dark reddish-brown gummy fluid from trunk base; basal bark decay; outer leaves yellow, droop and hang skirt-like around stem; bracket-shaped fungal fructifications (conks) emerge at trunk base.",Critical,Visible year-round; severe after monsoon rains,"Light sandy and coastal red soils, prolonged drought followed by heavy rainfall, neglected palms.",Root feeding with Hexaconazole 5% SC (2ml in 100ml water) or Aureofungin-sol (2g) + Copper Sulphate (1g) in 100ml water at quarterly intervals.,Isolate infected palm with 1m wide by 50cm deep isolation trenches; apply neem cake @ 5kg/palm/year enriched with Trichoderma harzianum @ 50g/palm.,ICAR-CPCRI Kasaragod & TNAU Coconut Portal,VERIFIED
Coconut,Kerala,Basal Stem Rot / Tanjore Wilt,Ganoderma lucidum (Ganoderma applanatum),Fungal (Ganoderma lucidum),"Exudation of dark reddish-brown gummy fluid from trunk base; basal bark decay; outer leaves yellow, droop and hang skirt-like around stem; bracket-shaped fungal fructifications (conks) emerge at trunk base.",Critical,Visible year-round; severe after monsoon rains,"Light sandy and coastal red soils, prolonged drought followed by heavy rainfall, neglected palms.",Root feeding with Hexaconazole 5% SC (2ml in 100ml water) or Aureofungin-sol (2g) + Copper Sulphate (1g) in 100ml water at quarterly intervals.,Isolate infected palm with 1m wide by 50cm deep isolation trenches; apply neem cake @ 5kg/palm/year enriched with Trichoderma harzianum @ 50g/palm.,ICAR-CPCRI Kasaragod & TNAU Coconut Portal,VERIFIED
Coconut,Puducherry,Basal Stem Rot / Tanjore Wilt,Ganoderma lucidum (Ganoderma applanatum),Fungal (Ganoderma lucidum),"Exudation of dark reddish-brown gummy fluid from trunk base; basal bark decay; outer leaves yellow, droop and hang skirt-like around stem; bracket-shaped fungal fructifications (conks) emerge at trunk base.",Critical,Visible year-round; severe after monsoon rains,"Light sandy and coastal red soils, prolonged drought followed by heavy rainfall, neglected palms.",Root feeding with Hexaconazole 5% SC (2ml in 100ml water) or Aureofungin-sol (2g) + Copper Sulphate (1g) in 100ml water at quarterly intervals.,Isolate infected palm with 1m wide by 50cm deep isolation trenches; apply neem cake @ 5kg/palm/year enriched with Trichoderma harzianum @ 50g/palm.,ICAR-CPCRI Kasaragod & TNAU Coconut Portal,VERIFIED
Coconut,Kerala,Bud Rot,Phytophthora palmivora,Oomycete / Fungal (Phytophthora palmivora),"Central spindle leaf yellows, turns brown and rots; foul decaying odor from crown heart; spindle easily slips out upon gentle pull; death of palm if heart bud decays.",Critical,Southwest monsoon (June to September),"Southwest monsoon season with continuous rain, cool breeze, relative humidity >95%, temperature 22-26°C.","In early stages, cut away rotten tissues, clean crown and apply 10% Bordeaux paste; pour Bordeaux mixture 1% or Copper Oxychloride @ 3g/L into crown.",Prophylactic placement of perforated sachets containing Mancozeb (5g) or placement of Copper Oxychloride paste around crown before onset of monsoon.,ICAR-CPCRI Kasaragod & KAU Agri-Infotech,VERIFIED
Coconut,Karnataka,Bud Rot,Phytophthora palmivora,Oomycete / Fungal (Phytophthora palmivora),"Central spindle leaf yellows, turns brown and rots; foul decaying odor from crown heart; spindle easily slips out upon gentle pull; death of palm if heart bud decays.",Critical,Southwest monsoon (June to September),"Southwest monsoon season with continuous rain, cool breeze, relative humidity >95%, temperature 22-26°C.","In early stages, cut away rotten tissues, clean crown and apply 10% Bordeaux paste; pour Bordeaux mixture 1% or Copper Oxychloride @ 3g/L into crown.",Prophylactic placement of perforated sachets containing Mancozeb (5g) or placement of Copper Oxychloride paste around crown before onset of monsoon.,ICAR-CPCRI Kasaragod & KAU Agri-Infotech,VERIFIED
Coconut,Tamil Nadu,Bud Rot,Phytophthora palmivora,Oomycete / Fungal (Phytophthora palmivora),"Central spindle leaf yellows, turns brown and rots; foul decaying odor from crown heart; spindle easily slips out upon gentle pull; death of palm if heart bud decays.",Critical,Southwest monsoon (June to September),"Southwest monsoon season with continuous rain, cool breeze, relative humidity >95%, temperature 22-26°C.","In early stages, cut away rotten tissues, clean crown and apply 10% Bordeaux paste; pour Bordeaux mixture 1% or Copper Oxychloride @ 3g/L into crown.",Prophylactic placement of perforated sachets containing Mancozeb (5g) or placement of Copper Oxychloride paste around crown before onset of monsoon.,ICAR-CPCRI Kasaragod & KAU Agri-Infotech,VERIFIED
Maize / Corn,Karnataka,Maydis Leaf Blight / Southern Corn Leaf Blight,Bipolaris maydis (Cochliobolus heterostrophus),Fungal (Bipolaris maydis),Small diamond-shaped to elongated rectangular lesions delimited by leaf veins; buff to brown centers with darker reddish borders; coalescing lesions cause complete leaf blight.,Moderate to Severe,Kharif and early Rabi,"Warm, humid conditions (25-32°C) with persistent cloudiness and rain showers.",Foliar spray of Mancozeb 75% WP @ 2.5g/L or Azoxystrobin 18.2% + Difenoconazole 11.4% SC @ 1ml/L at first disease onset.,Grow resistant hybrid varieties; destroy previous crop stubbles; balanced nitrogen and potassium application.,ICAR-Indian Institute of Maize Research (IIMR) & UAS Bangalore,VERIFIED
Maize / Corn,Telangana,Maydis Leaf Blight / Southern Corn Leaf Blight,Bipolaris maydis (Cochliobolus heterostrophus),Fungal (Bipolaris maydis),Small diamond-shaped to elongated rectangular lesions delimited by leaf veins; buff to brown centers with darker reddish borders; coalescing lesions cause complete leaf blight.,Moderate to Severe,Kharif and early Rabi,"Warm, humid conditions (25-32°C) with persistent cloudiness and rain showers.",Foliar spray of Mancozeb 75% WP @ 2.5g/L or Azoxystrobin 18.2% + Difenoconazole 11.4% SC @ 1ml/L at first disease onset.,Grow resistant hybrid varieties; destroy previous crop stubbles; balanced nitrogen and potassium application.,ICAR-Indian Institute of Maize Research (IIMR) & UAS Bangalore,VERIFIED
Maize / Corn,Andhra Pradesh,Maydis Leaf Blight / Southern Corn Leaf Blight,Bipolaris maydis (Cochliobolus heterostrophus),Fungal (Bipolaris maydis),Small diamond-shaped to elongated rectangular lesions delimited by leaf veins; buff to brown centers with darker reddish borders; coalescing lesions cause complete leaf blight.,Moderate to Severe,Kharif and early Rabi,"Warm, humid conditions (25-32°C) with persistent cloudiness and rain showers.",Foliar spray of Mancozeb 75% WP @ 2.5g/L or Azoxystrobin 18.2% + Difenoconazole 11.4% SC @ 1ml/L at first disease onset.,Grow resistant hybrid varieties; destroy previous crop stubbles; balanced nitrogen and potassium application.,ICAR-Indian Institute of Maize Research (IIMR) & UAS Bangalore,VERIFIED
Maize / Corn,Tamil Nadu,Maydis Leaf Blight / Southern Corn Leaf Blight,Bipolaris maydis (Cochliobolus heterostrophus),Fungal (Bipolaris maydis),Small diamond-shaped to elongated rectangular lesions delimited by leaf veins; buff to brown centers with darker reddish borders; coalescing lesions cause complete leaf blight.,Moderate to Severe,Kharif and early Rabi,"Warm, humid conditions (25-32°C) with persistent cloudiness and rain showers.",Foliar spray of Mancozeb 75% WP @ 2.5g/L or Azoxystrobin 18.2% + Difenoconazole 11.4% SC @ 1ml/L at first disease onset.,Grow resistant hybrid varieties; destroy previous crop stubbles; balanced nitrogen and potassium application.,ICAR-Indian Institute of Maize Research (IIMR) & UAS Bangalore,VERIFIED
Wheat,Karnataka,Black / Stem Rust,Puccinia graminis f. sp. tritici,Fungal (Puccinia graminis),"Reddish-brown elongated pustules (uredinia) that rupture epidermis exposing brown powdery spores; as plant matures, pustules turn black (telia).",Severe to Critical,Rabi (Winter season: December to February),Mild winter temperatures (20-25°C) followed by warm sunny days with morning dew.,Foliar spray of Propiconazole 25% EC @ 1ml/L or Tebuconazole 25% WG @ 1g/L at appearance of first pustules.,"Sow rust-resistant durum/bread wheat cultivars (e.g., UAS 304, DWR 162); avoid late sowing.",UAS Dharwad Department of Plant Pathology,VERIFIED
Wheat,Northern Telangana,Black / Stem Rust,Puccinia graminis f. sp. tritici,Fungal (Puccinia graminis),"Reddish-brown elongated pustules (uredinia) that rupture epidermis exposing brown powdery spores; as plant matures, pustules turn black (telia).",Severe to Critical,Rabi (Winter season: December to February),Mild winter temperatures (20-25°C) followed by warm sunny days with morning dew.,Foliar spray of Propiconazole 25% EC @ 1ml/L or Tebuconazole 25% WG @ 1g/L at appearance of first pustules.,"Sow rust-resistant durum/bread wheat cultivars (e.g., UAS 304, DWR 162); avoid late sowing.",UAS Dharwad Department of Plant Pathology,VERIFIED
Coffee,Karnataka,Coffee Leaf Rust,Hemileia vastatrix,Fungal (Hemileia vastatrix),Pale yellow circular spots on upper surface; bright orange-yellow powdery pustules of uredospores on matching lower surface; severe defoliation and dieback of twigs.,Critical,Post-monsoon (August to November),"Optimum temperature 21-25°C, free water droplet on leaf for 4-6 hours, shaded humid environment.",Pre-monsoon (May/June) and post-monsoon (September/October) spray with 0.5% Bordeaux mixture or Triadimefon 25% WP @ 0.5g/L.,"Maintain two-tier shade trees to prevent direct sunlight and dew pooling; plant rust-tolerant selections (S.795, Chandragiri).",Central Coffee Research Institute (CCRI Balehonnur) / Coffee Board of India,VERIFIED
Coffee,Kerala,Coffee Leaf Rust,Hemileia vastatrix,Fungal (Hemileia vastatrix),Pale yellow circular spots on upper surface; bright orange-yellow powdery pustules of uredospores on matching lower surface; severe defoliation and dieback of twigs.,Critical,Post-monsoon (August to November),"Optimum temperature 21-25°C, free water droplet on leaf for 4-6 hours, shaded humid environment.",Pre-monsoon (May/June) and post-monsoon (September/October) spray with 0.5% Bordeaux mixture or Triadimefon 25% WP @ 0.5g/L.,"Maintain two-tier shade trees to prevent direct sunlight and dew pooling; plant rust-tolerant selections (S.795, Chandragiri).",Central Coffee Research Institute (CCRI Balehonnur) / Coffee Board of India,VERIFIED
Coffee,Tamil Nadu,Coffee Leaf Rust,Hemileia vastatrix,Fungal (Hemileia vastatrix),Pale yellow circular spots on upper surface; bright orange-yellow powdery pustules of uredospores on matching lower surface; severe defoliation and dieback of twigs.,Critical,Post-monsoon (August to November),"Optimum temperature 21-25°C, free water droplet on leaf for 4-6 hours, shaded humid environment.",Pre-monsoon (May/June) and post-monsoon (September/October) spray with 0.5% Bordeaux mixture or Triadimefon 25% WP @ 0.5g/L.,"Maintain two-tier shade trees to prevent direct sunlight and dew pooling; plant rust-tolerant selections (S.795, Chandragiri).",Central Coffee Research Institute (CCRI Balehonnur) / Coffee Board of India,VERIFIED
Tea,Tamil Nadu,Blister Blight,Exobasidium vexans,Fungal (Exobasidium vexans),Circular pale yellow translucent spots on tender leaf blades; lesion bulges into concave blister on upper surface with corresponding white powdery convex velvet on lower surface; tender stem breakage.,Critical,Southwest and Northeast Monsoon (June to December),"Monsoon misty weather, daily sunshine <3.5 hours, relative humidity >85%, temperatures 18-24°C.",Foliar spray of Copper Oxychloride 50% WP @ 2g/L + Hexaconazole 5% SC @ 1ml/L at 7-day plucking intervals during continuous mist.,Regulate shade by lopping branches prior to monsoon; maintain strict plucking rounds (7-10 days).,UPASI Tea Research Institute (Valparai) & TNAU,VERIFIED
Tea,Kerala,Blister Blight,Exobasidium vexans,Fungal (Exobasidium vexans),Circular pale yellow translucent spots on tender leaf blades; lesion bulges into concave blister on upper surface with corresponding white powdery convex velvet on lower surface; tender stem breakage.,Critical,Southwest and Northeast Monsoon (June to December),"Monsoon misty weather, daily sunshine <3.5 hours, relative humidity >85%, temperatures 18-24°C.",Foliar spray of Copper Oxychloride 50% WP @ 2g/L + Hexaconazole 5% SC @ 1ml/L at 7-day plucking intervals during continuous mist.,Regulate shade by lopping branches prior to monsoon; maintain strict plucking rounds (7-10 days).,UPASI Tea Research Institute (Valparai) & TNAU,VERIFIED
Rubber,Kerala,Abnormal Leaf Fall,Phytophthora meadii (Phytophthora botryosa),Oomycete / Fungal (Phytophthora meadii),Water-soaked lesion on leaf petiole with a drop of coagulated latex in center; green leaflets shed while still fresh; green fruit capsules rot and shrivel on branches.,Critical,Southwest monsoon (June to August),"Heavy southwest monsoon with continuous cloud cover, temperature 22-26°C, relative humidity near 100%.",Prophylactic spray of Copper Oxychloride in oil (oil-dispersible paste) using Micron sprayer before monsoon rains commence.,Aerial spraying or ground spraying using high-pressure sprayers with 1% Bordeaux mixture before monsoon onset (May).,Rubber Research Institute of India (RRII Kottayam) / Rubber Board,VERIFIED
Rubber,Tamil Nadu,Abnormal Leaf Fall,Phytophthora meadii (Phytophthora botryosa),Oomycete / Fungal (Phytophthora meadii),Water-soaked lesion on leaf petiole with a drop of coagulated latex in center; green leaflets shed while still fresh; green fruit capsules rot and shrivel on branches.,Critical,Southwest monsoon (June to August),"Heavy southwest monsoon with continuous cloud cover, temperature 22-26°C, relative humidity near 100%.",Prophylactic spray of Copper Oxychloride in oil (oil-dispersible paste) using Micron sprayer before monsoon rains commence.,Aerial spraying or ground spraying using high-pressure sprayers with 1% Bordeaux mixture before monsoon onset (May).,Rubber Research Institute of India (RRII Kottayam) / Rubber Board,VERIFIED
Tobacco,Karnataka,Black Shank,Phytophthora nicotianae,Oomycete / Fungal (Phytophthora nicotianae),Blackening and necrosis of stem at soil level (shank); internal stem pith splits into disc-like plates separated by empty gaps; leaves wilt rapidly.,Severe to Critical,Kharif and early Rabi,"Waterlogged fields, warm wet soils (28-32°C), poorly drained soils.",Soil drenching around base with Metalaxyl 8% + Mancozeb 64% WP @ 2g/L or Bordeaux mixture 1% at transplanting.,Crop rotation with non-host crops like paddy or maize; use disease-tolerant varieties; avoid deep cultivation that damages root collar.,ICAR-Central Tobacco Research Institute (CTRI Rajahmundry),VERIFIED
Tobacco,Andhra Pradesh,Black Shank,Phytophthora nicotianae,Oomycete / Fungal (Phytophthora nicotianae),Blackening and necrosis of stem at soil level (shank); internal stem pith splits into disc-like plates separated by empty gaps; leaves wilt rapidly.,Severe to Critical,Kharif and early Rabi,"Waterlogged fields, warm wet soils (28-32°C), poorly drained soils.",Soil drenching around base with Metalaxyl 8% + Mancozeb 64% WP @ 2g/L or Bordeaux mixture 1% at transplanting.,Crop rotation with non-host crops like paddy or maize; use disease-tolerant varieties; avoid deep cultivation that damages root collar.,ICAR-Central Tobacco Research Institute (CTRI Rajahmundry),VERIFIED
Black Pepper,Kerala,Quick Wilt / Foot Rot,Phytophthora capsici,Oomycete / Fungal (Phytophthora capsici),Dark blackish-brown lesion at collar region near ground; rapid foliar wilting without preliminary chlorosis; complete defoliation and vine collapse within 2 weeks.,Critical,Southwest monsoon (June to August),"Continuous heavy rainfall during southwest monsoon, soil saturation, temperature 22-28°C.",Foliar spray with Potassium Phosphonate (0.3%) and soil drenching with 1% Bordeaux mixture or Metalaxyl-Mancozeb @ 2g/L before and during monsoon.,Phytosanitary trenching between vine rows; application of Trichoderma harzianum @ 50g/vine with FYM and neem cake; maintain drainage.,ICAR-Indian Institute of Spices Research (IISR Kozhikode),VERIFIED
Black Pepper,Karnataka,Quick Wilt / Foot Rot,Phytophthora capsici,Oomycete / Fungal (Phytophthora capsici),Dark blackish-brown lesion at collar region near ground; rapid foliar wilting without preliminary chlorosis; complete defoliation and vine collapse within 2 weeks.,Critical,Southwest monsoon (June to August),"Continuous heavy rainfall during southwest monsoon, soil saturation, temperature 22-28°C.",Foliar spray with Potassium Phosphonate (0.3%) and soil drenching with 1% Bordeaux mixture or Metalaxyl-Mancozeb @ 2g/L before and during monsoon.,Phytosanitary trenching between vine rows; application of Trichoderma harzianum @ 50g/vine with FYM and neem cake; maintain drainage.,ICAR-Indian Institute of Spices Research (IISR Kozhikode),VERIFIED
Black Pepper,Tamil Nadu,Quick Wilt / Foot Rot,Phytophthora capsici,Oomycete / Fungal (Phytophthora capsici),Dark blackish-brown lesion at collar region near ground; rapid foliar wilting without preliminary chlorosis; complete defoliation and vine collapse within 2 weeks.,Critical,Southwest monsoon (June to August),"Continuous heavy rainfall during southwest monsoon, soil saturation, temperature 22-28°C.",Foliar spray with Potassium Phosphonate (0.3%) and soil drenching with 1% Bordeaux mixture or Metalaxyl-Mancozeb @ 2g/L before and during monsoon.,Phytosanitary trenching between vine rows; application of Trichoderma harzianum @ 50g/vine with FYM and neem cake; maintain drainage.,ICAR-Indian Institute of Spices Research (IISR Kozhikode),VERIFIED
